access_code,state_code,access_flag,add_date,expire_date,status
D4476,CA,0,20090519,20170514,A
D4479,CA,0,20090519,20170514,A
D4490,CA,0,20090519,20170514,A
D4491,CA,0,20090519,20170514,A
D4495,CA,0,20090519,20170514,A
D4496,CA,0,20090519,20170514,A
D4497,CA,0,20090519,20170514,A
D4512,CA,0,20090519,20170514,A
D4534,CA,0,20090519,20170514,A
D4537,CA,0,20090519,20170514,A
D4545,CA,0,20090519,20170514,A
D4566,CA,0,20090519,20170514,A
D4585,CA,0,20090519,20170514,A
D4659,CA,0,20090519,20170514,A
D4663,CA,0,20090519,20170514,A
D4664,CA,0,20090519,20170514,A
D4667,CA,0,20090519,20170514,A
D4674,CA,0,20090519,20170514,A
D4676,CA,0,20090519,20170514,A
D4684,CA,0,20090519,20170514,A
D4685,CA,0,20090519,20170514,A
D4698,CA,0,20090519,20170514,A
D4747,CA,0,20090519,20170514,A
D4765,CA,0,20090519,20170514,A
D4767,CA,0,20090519,20170514,A
D4777,CA,0,20090519,20170514,A
D4780,CA,0,20090519,20170514,A
D4784,CA,0,20090519,20170514,A
D4787,CA,0,20090519,20170514,A
D4788,CA,0,20090519,20170514,A
D4789,CA,0,20090519,20170514,A
D4819,CA,0,20090519,20170514,A
D4820,CA,0,20090519,20170514,A
D4824,CA,0,20090519,20170514,A
D4862,CA,0,20090519,20170514,A
D4885,CA,0,20090519,20170514,A
D4892,CA,0,20090519,20170514,A
D4902,CA,0,20090519,20170514,A
D4904,CA,0,20090519,20170514,A
D4907,CA,0,20090519,20170514,A
D4908,CA,0,20090519,20170514,A
D4911,CA,0,20090519,20170514,A
D4921,CA,0,20090519,20170514,A
D4923,CA,0,20090519,20170514,A
D4927,CA,0,20090519,20170514,A
D4929,CA,0,20090519,20170514,A
D4930,CA,0,20090519,20170514,A
D4984,CA,0,20090519,20170514,A
D4986,CA,0,20090519,20170514,A
D4990,CA,0,20090519,20170514,A
D4996,CA,0,20090519,20170514,A
D5005,CA,0,20090519,20170514,A
D5009,CA,0,20090519,20170514,A
D5010,CA,0,20090519,20170514,A
D5011,CA,0,20090519,20170514,A
D5017,CA,0,20090519,20170514,A
D5019,CA,0,20090519,20170514,A
D5020,CA,0,20090519,20170514,A
D5022,CA,0,20090519,20170514,A
D5046,CA,0,20090519,20170514,A
D5047,CA,0,20090519,20170514,A
D5051,CA,0,20090519,20170514,A
D5054,CA,0,20090519,20170514,A
D5056,CA,0,20090519,20170514,A
D5058,CA,0,20090519,20170514,A
D5070,CA,0,20090519,20170514,A
D5146,CA,0,20090519,20170514,A
D5155,CA,0,20090519,20170514,A
D5158,CA,0,20090519,20170514,A
D5164,CA,0,20090519,20170514,A
D5165,CA,0,20090519,20170514,A
D5168,CA,0,20090519,20170514,A
D5169,CA,0,20090519,20170514,A
D5175,CA,0,20090519,20170514,A
D5179,CA,0,20090519,20170514,A
D5182,CA,0,20090519,20170514,A
D5183,CA,0,20090519,20170514,A
D5187,CA,0,20090519,20170514,A
D5193,CA,0,20090519,20170514,A
D5198,CA,0,20090519,20170514,A
D5255,CA,0,20090519,20170514,A
D5262,CA,0,20090519,20170514,A
D5265,CA,0,20090519,20170514,A
D5273,CA,0,20090519,20170514,A
D5276,CA,0,20090519,20170514,A
D5288,CA,0,20090519,20170514,A
D5301,CA,0,20090519,20170514,A
D5317,CA,0,20090519,20170514,A
D5322,CA,0,20090519,20170514,A
D5323,CA,0,20090519,20170514,A
D5331,CA,0,20090519,20170514,A
D5332,CA,0,20090519,20170514,A
D5337,CA,0,20090519,20170514,A
D5339,CA,0,20090519,20170514,A
D5340,CA,0,20090519,20170514,A
D5341,CA,0,20090519,20170514,A
D5343,CA,0,20090519,20170514,A
D5350,CA,0,20090519,20170514,A
D5401,CA,0,20090519,20170514,A
D5403,CA,0,20090519,20170514,A
D5404,CA,0,20090519,20170514,A
D5406,CA,0,20090519,20170514,A
D5407,CA,0,20090519,20170514,A
D5418,CA,0,20090519,20170514,A
D5422,CA,0,20090519,20170514,A
D5423,CA,0,20090519,20170514,A
D5427,CA,0,20090519,20170514,A
D5430,CA,0,20090519,20170514,A
D5438,CA,0,20090519,20170514,A
D5450,CA,0,20090519,20170514,A
D5452,CA,0,20090519,20170514,A
D5465,CA,0,20090519,20170514,A
D5479,CA,0,20090519,20170514,A
D5486,CA,0,20090519,20170514,A
D5503,CA,0,20090519,20170514,A
D5506,CA,0,20090519,20170514,A
D5510,CA,0,20090519,20170514,A
D5511,CA,0,20090519,20170514,A
D5517,CA,0,20090519,20170514,A
D5529,CA,0,20090519,20170514,A
D5533,CA,0,20090519,20170514,A
D5534,CA,0,20090519,20170514,A
D5538,CA,0,20090519,20170514,A
D5553,CA,0,20090519,20170514,A
D5635,CA,0,20090519,20170514,A
D5652,CA,0,20090519,20170514,A
D5658,CA,0,20090519,20170514,A
D5714,CA,0,20090519,20170514,A
D5715,CA,0,20090519,20170514,A
D5717,CA,0,20090519,20170514,A
D5726,CA,0,20090519,20170514,A
D5728,CA,0,20090519,20170514,A
D5732,CA,0,20090519,20170514,A
D5734,CA,0,20090519,20170514,A
D5759,CA,0,20090519,20170514,A
D5806,CA,0,20090519,20170514,A
D5807,CA,0,20090519,20170514,A
D5811,CA,0,20090519,20170514,A
D5812,CA,0,20090519,20170514,A
D5814,CA,0,20090519,20170514,A
D5817,CA,0,20090519,20170514,A
D5820,CA,0,20090519,20170514,A
D5829,CA,0,20090519,20170514,A
D5831,CA,0,20090519,20170514,A
D5837,CA,0,20090519,20170514,A
D5857,CA,0,20090519,20170514,A
D5866,CA,0,20090519,20170514,A
D5901,CA,0,20090519,20170514,A
D5913,CA,0,20090519,20170514,A
D5935,CA,0,20090519,20170514,A
D5950,CA,0,20090519,20170514,A
D5951,CA,0,20090519,20170514,A
D5961,CA,0,20090519,20170514,A
D5985,CA,0,20090519,20170514,A
D5986,CA,0,20090519,20170514,A
D5989,CA,0,20090519,20170514,A
D5990,CA,0,20090519,20170514,A
D5992,CA,0,20090519,20170514,A
D5997,CA,0,20090519,20170514,A
D5998,CA,0,20090519,20170514,A
D5999,CA,0,20090519,20170514,A
D6002,CA,0,20090519,20170514,A
D6005,CA,0,20090519,20170514,A
D6009,CA,0,20090519,20170514,A
D6011,CA,0,20090519,20170514,A
D6012,CA,0,20090519,20170514,A
D6017,CA,0,20090519,20170514,A
D6057,CA,0,20090519,20170514,A
D6070,CA,0,20090519,20170514,A
D6102,CA,0,20090519,20170514,A
D6104,CA,0,20090519,20170514,A
D6107,CA,0,20090519,20170514,A
D6109,CA,0,20090519,20170514,A
D6112,CA,0,20090519,20170514,A
D6119,CA,0,20090519,20170514,A
D6126,CA,0,20090519,20170514,A
D6207,CA,0,20090519,20170514,A
D6212,CA,0,20090519,20170514,A
D6218,CA,0,20090519,20170514,A
D6224,CA,0,20090519,20170514,A
D6227,CA,0,20090519,20170514,A
D6228,CA,0,20090519,20170514,A
D6263,CA,0,20090519,20170514,A
D6304,CA,0,20090519,20170514,A
D6306,CA,0,20090519,20170514,A
D6309,CA,0,20090519,20170514,A
D6310,CA,0,20090519,20170514,A
D6318,CA,0,20090519,20170514,A
D6340,CA,0,20090519,20170514,A
D6344,CA,0,20090519,20170514,A
D6356,CA,0,20090519,20170514,A
D6382,CA,0,20090519,20170514,A
D6383,CA,0,20090519,20170514,A
D6384,CA,0,20090519,20170514,A
D6385,CA,0,20090519,20170514,A
D6404,CA,0,20090519,20170514,A
D6408,CA,0,20090519,20170514,A
D6415,CA,0,20090519,20170514,A
D6435,CA,0,20090519,20170514,A
D6444,CA,0,20090519,20170514,A
D6454,CA,0,20090519,20170514,A
D6457,CA,0,20090519,20170514,A
D6458,CA,0,20090519,20170514,A
D6465,CA,0,20090519,20170514,A
D6486,CA,0,20090519,20170514,A
D6504,CA,0,20090519,20170514,A
D6506,CA,0,20090519,20170514,A
D6507,CA,0,20090519,20170514,A
D6508,CA,0,20090519,20170514,A
D6510,CA,0,20090519,20170514,A
D6514,CA,0,20090519,20170514,A
D6531,CA,0,20090519,20170514,A
D6536,CA,0,20090519,20170514,A
D6553,CA,0,20090519,20170514,A
D6564,CA,0,20090519,20170514,A
D6590,CA,0,20090519,20170514,A
D6601,CA,0,20090519,20170514,A
D6602,CA,0,20090519,20170514,A
D6603,CA,0,20090519,20170514,A
D6605,CA,0,20090519,20170514,A
D6611,CA,0,20090519,20170514,A
D6612,CA,0,20090519,20170514,A
D6615,CA,0,20090519,20170514,A
D6623,CA,0,20090519,20170514,A
D6624,CA,0,20090519,20170514,A
D6704,CA,0,20090519,20170514,A
D6809,CA,0,20090519,20170514,A
D6810,CA,0,20090519,20170514,A
D6842,CA,0,20090519,20170514,A
D6852,CA,0,20090519,20170514,A
D6855,CA,0,20090519,20170514,A
D6864,CA,0,20090519,20170514,A
D6866,CA,0,20090519,20170514,A
D6902,CA,0,20090519,20170514,A
D6903,CA,0,20090519,20170514,A
D6907,CA,0,20090519,20170514,A
D6909,CA,0,20090519,20170514,A
D6912,CA,0,20090519,20170514,A
D6914,CA,0,20090519,20170514,A
D6921,CA,0,20090519,20170514,A
D6936,CA,0,20090519,20170514,A
D6939,CA,0,20090519,20170514,A
D6945,CA,0,20090519,20170514,A
D6956,CA,0,20090519,20170514,A
D6958,CA,0,20090519,20170514,A
D6959,CA,0,20090519,20170514,A
D6965,CA,0,20090519,20170514,A
D6967,CA,0,20090519,20170514,A
D6976,CA,0,20090519,20170514,A
D6979,CA,0,20090519,20170514,A
D6980,CA,0,20090519,20170514,A
D6982,CA,0,20090519,20170514,A
D7004,CA,0,20090519,20170514,A
D7008,CA,0,20090519,20170514,A
D7011,CA,0,20090519,20170514,A
D7015,CA,0,20090519,20170514,A
D7016,CA,0,20090519,20170514,A
D7017,CA,0,20090519,20170514,A
D7054,CA,0,20090519,20170514,A
D7062,CA,0,20090519,20170514,A
D7065,CA,0,20090519,20170514,A
D7070,CA,0,20090519,20170514,A
D7079,CA,0,20090519,20170514,A
D7091,CA,0,20090519,20170514,A
D7111,CA,0,20090519,20170514,A
D7170,CA,0,20090519,20170514,A
D7237,CA,0,20090519,20170514,A
D7238,CA,0,20090519,20170514,A
D7240,CA,0,20090519,20170514,A
D7261,CA,0,20090519,20170514,A
D7262,CA,0,20090519,20170514,A
D7263,CA,0,20090519,20170514,A
D7264,CA,0,20090519,20170514,A
D7265,CA,0,20090519,20170514,A
D7268,CA,0,20090519,20170514,A
D7272,CA,0,20090519,20170514,A
D7273,CA,0,20090519,20170514,A
D7275,CA,0,20090519,20170514,A
D7276,CA,0,20090519,20170514,A
D7301,CA,0,20090519,20170514,A
D7302,CA,0,20090519,20170514,A
D7304,CA,0,20090519,20170514,A
D7309,CA,0,20090519,20170514,A
D7311,CA,0,20090519,20170514,A
D7312,CA,0,20090519,20170514,A
D7426,CA,0,20090519,20170514,A
D7433,CA,0,20090519,20170514,A
D7434,CA,0,20090519,20170514,A
D7455,CA,0,20090519,20170514,A
D7481,CA,0,20090519,20170514,A
D7535,CA,0,20090519,20170514,A
D7543,CA,0,20090519,20170514,A
D7694,CA,0,20090519,20170514,A
D7827,CA,0,20090519,20170514,A
D7849,CA,0,20090519,20170514,A
D7854,CA,0,20090519,20170514,A
D7856,CA,0,20090519,20170514,A
D7857,CA,0,20090519,20170514,A
D7909,CA,0,20090519,20170514,A
D7922,CA,0,20090519,20170514,A
D7945,CA,0,20090519,20170514,A
D7947,CA,0,20090519,20170514,A
D7984,CA,0,20090519,20170514,A
D7994,CA,0,20090519,20170514,A
D7998,CA,0,20090519,20170514,A
D8006,CA,0,20090519,20170514,A
D8007,CA,0,20090519,20170514,A
D8012,CA,0,20090519,20170514,A
D8029,CA,0,20090519,20170514,A
D8038,CA,0,20090519,20170514,A
D8061,CA,0,20090519,20170514,A
D8109,CA,0,20090519,20170514,A
D8112,CA,0,20090519,20170514,A
D8114,CA,0,20090519,20170514,A
D8118,CA,0,20090519,20170514,A
D8132,CA,0,20090519,20170514,A
D8146,CA,0,20090519,20170514,A
D8186,CA,0,20090519,20170514,A
D8209,CA,0,20090519,20170514,A
D8215,CA,0,20090519,20170514,A
D8225,CA,0,20090519,20170514,A
D8246,CA,0,20090519,20170514,A
D8247,CA,0,20090519,20170514,A
D8262,CA,0,20090519,20170514,A
D8264,CA,0,20090519,20170514,A
D8269,CA,0,20090519,20170514,A
D8279,CA,0,20090519,20170514,A
D8284,CA,0,20090519,20170514,A
D8305,CA,0,20090519,20170514,A
D8306,CA,0,20090519,20170514,A
D8316,CA,0,20090519,20170514,A
D8324,CA,0,20090519,20170514,A
D8337,CA,0,20090519,20170514,A
D8342,CA,0,20090519,20170514,A
D8350,CA,0,20090519,20170514,A
D8352,CA,0,20090519,20170514,A
D8353,CA,0,20090519,20170514,A
D8403,CA,0,20090519,20170514,A
D8412,CA,0,20090519,20170514,A
D8416,CA,0,20090519,20170514,A
D8420,CA,0,20090519,20170514,A
D8423,CA,0,20090519,20170514,A
D8440,CA,0,20090519,20170514,A
D8446,CA,0,20090519,20170514,A
D8461,CA,0,20090519,20170514,A
D8462,CA,0,20090519,20170514,A
D8466,CA,0,20090519,20170514,A
D8467,CA,0,20090519,20170514,A
D8471,CA,0,20090519,20170514,A
D8476,CA,0,20090519,20170514,A
D8488,CA,0,20090519,20170514,A
D8501,CA,0,20090519,20170514,A
D8502,CA,0,20090519,20170514,A
D8503,CA,0,20090519,20170514,A
D8507,CA,0,20090519,20170514,A
D8572,CA,0,20090519,20170514,A
D8587,CA,0,20090519,20170514,A
D8596,CA,0,20090519,20170514,A
D8613,CA,0,20090519,20170514,A
D8615,CA,0,20090519,20170514,A
D8626,CA,0,20090519,20170514,A
D8630,CA,0,20090519,20170514,A
D8638,CA,0,20090519,20170514,A
D8649,CA,0,20090519,20170514,A
D8651,CA,0,20090519,20170514,A
D8709,CA,0,20090519,20170514,A
D8801,CA,0,20090519,20170514,A
D8805,CA,0,20090519,20170514,A
D8806,CA,0,20090519,20170514,A
D8809,CA,0,20090519,20170514,A
D8816,CA,0,20090519,20170514,A
D8825,CA,0,20090519,20170514,A
D8883,CA,0,20090519,20170514,A
D8901,CA,0,20090519,20170514,A
D8907,CA,0,20090519,20170514,A
D8910,CA,0,20090519,20170514,A
D9124,CA,0,20090519,20170514,A
D9130,CA,0,20090519,20170514,A
D9134,CA,0,20090519,20170514,A
D9150,CA,0,20090519,20170514,A
D9154,CA,0,20090519,20170514,A
D9189,CA,0,20090519,20170514,A
D9192,CA,0,20090519,20170514,A
D9205,CA,0,20090519,20170514,A
D9215,CA,0,20090519,20170514,A
D9359,CA,0,20090519,20170514,A
D9360,CA,0,20090519,20170514,A
D9363,CA,0,20090519,20170514,A
D9392,CA,0,20090519,20170514,A
D9399,CA,0,20090519,20170514,A
D9505,CA,0,20090519,20170514,A
D9513,CA,0,20090519,20170514,A
D9515,CA,0,20090519,20170514,A
D9536,CA,0,20090519,20170514,A
D9538,CA,0,20090519,20170514,A
D9540,CA,0,20090519,20170514,A
D9606,CA,0,20090519,20170514,A
D9608,CA,0,20090519,20170514,A
D9611,CA,0,20090519,20170514,A
D9612,CA,0,20090519,20170514,A
D9618,CA,0,20090519,20170514,A
D9619,CA,0,20090519,20170514,A
D9620,CA,0,20090519,20170514,A
D9621,CA,0,20090519,20170514,A
D9623,CA,0,20090519,20170514,A
D9624,CA,0,20090519,20170514,A
D9638,CA,0,20090519,20170514,A
D9656,CA,0,20090519,20170514,A
D9663,CA,0,20090519,20170514,A
D9670,CA,0,20090519,20170514,A
D9676,CA,0,20090519,20170514,A
D9677,CA,0,20090519,20170514,A
D9684,CA,0,20090519,20170514,A
D9688,CA,0,20090519,20170514,A
D9692,CA,0,20090519,20170514,A
D9708,CA,0,20090519,20170514,A
D9712,CA,0,20090519,20170514,A
D9725,CA,0,20090519,20170514,A
D9746,CA,0,20090519,20170514,A
D9782,CA,0,20090519,20170514,A
D9842,CA,0,20090519,20170514,A
D9894,CA,0,20090519,20170514,A
D9967,CA,0,20090519,20170514,A
D9997,CA,0,20090519,20170514,A
DC029,CA,0,20090519,20170514,A
DC067,CA,0,20090519,20170514,A
DC093,CA,0,20090519,20170514,A
DC119,CA,0,20090519,20170514,A
DC138,CA,0,20090519,20170514,A
DC139,CA,0,20090519,20170514,A
DC141,CA,0,20090519,20170514,A
DC162,CA,0,20090519,20170514,A
DC169,CA,0,20090519,20170514,A
DC222,CA,0,20090519,20170514,A
DC224,CA,0,20090519,20170514,A
DC235,CA,0,20090519,20170514,A
DC264,CA,0,20090519,20170514,A
DC265,CA,0,20090519,20170514,A
DC302,CA,0,20090519,20170514,A
DC306,CA,0,20090519,20170514,A
DC319,CA,0,20090519,20170514,A
DC331,CA,0,20090519,20170514,A
DC332,CA,0,20090519,20170514,A
DC335,CA,0,20090519,20170514,A
DC341,CA,0,20090519,20170514,A
DC374,CA,0,20090519,20170514,A
DC379,CA,0,20090519,20170514,A
DC388,CA,0,20090519,20170514,A
DC415,CA,0,20090519,20170514,A
DC448,CA,0,20090519,20170514,A
DC460,CA,0,20090519,20170514,A
DC477,CA,0,20090519,20170514,A
DC478,CA,0,20090519,20170514,A
DC490,CA,0,20090519,20170514,A
DC535,CA,0,20090519,20170514,A
DC543,CA,0,20090519,20170514,A
DC600,CA,0,20090519,20170514,A
DC609,CA,0,20090519,20170514,A
DC630,CA,0,20090519,20170514,A
DC657,CA,0,20090519,20170514,A
DC694,CA,0,20090519,20170514,A
DC697,CA,0,20090519,20170514,A
DC706,CA,0,20090519,20170514,A
DC708,CA,0,20090519,20170514,A
DC721,CA,0,20090519,20170514,A
DC747,CA,0,20090519,20170514,A
DC816,CA,0,20090519,20170514,A
DC823,CA,0,20090519,20170514,A
DC830,CA,0,20090519,20170514,A
DC897,CA,0,20090519,20170514,A
DC912,CA,0,20090519,20170514,A
DC925,CA,0,20090519,20170514,A
DC964,CA,0,20090519,20170514,A
DC976,CA,0,20090519,20170514,A
DH014,CA,0,20090519,20170514,A
DH017,CA,0,20090519,20170514,A
DH020,CA,0,20090519,20170514,A
DH046,CA,0,20090519,20170514,A
DH074,CA,0,20090519,20170514,A
DH077,CA,0,20090519,20170514,A
DH085,CA,0,20090519,20170514,A
DH086,CA,0,20090519,20170514,A
DH087,CA,0,20090519,20170514,A
DH089,CA,0,20090519,20170514,A
DH102,CA,0,20090519,20170514,A
DH168,CA,0,20090519,20170514,A
DH172,CA,0,20090519,20170514,A
DH178,CA,0,20090519,20170514,A
DH227,CA,0,20090519,20170514,A
DH228,CA,0,20090519,20170514,A
DH250,CA,0,20090519,20170514,A
DH284,CA,0,20090519,20170514,A
DH333,CA,0,20090519,20170514,A
DH339,CA,0,20090519,20170514,A
DH354,CA,0,20090519,20170514,A
DH387,CA,0,20090519,20170514,A
DH458,CA,0,20090519,20170514,A
DH466,CA,0,20090519,20170514,A
DH475,CA,0,20090519,20170514,A
DH544,CA,0,20090519,20170514,A
DH621,CA,0,20090519,20170514,A
DH625,CA,0,20090519,20170514,A
DH662,CA,0,20090519,20170514,A
DH667,CA,0,20090519,20170514,A
DH756,CA,0,20090519,20170514,A
DH764,CA,0,20090519,20170514,A
DH857,CA,0,20090519,20170514,A
DH860,CA,0,20090519,20170514,A
DH868,CA,0,20090519,20170514,A
DH892,CA,0,20090519,20170514,A
DH922,CA,0,20090519,20170514,A
DH943,CA,0,20090519,20170514,A
DH981,CA,0,20090519,20170514,A
DH990,CA,0,20090519,20170514,A
DH998,CA,0,20090519,20170514,A
DP008,CA,0,20090519,20170514,A
DP020,CA,0,20090519,20170514,A
DP029,CA,0,20090519,20170514,A
DP049,CA,0,20090519,20170514,A
DP074,CA,0,20090519,20170514,A
DP087,CA,0,20090519,20170514,A
DP114,CA,0,20090519,20170514,A
DP161,CA,0,20090519,20170514,A
DP165,CA,0,20090519,20170514,A
DP194,CA,0,20090519,20170514,A
DP250,CA,0,20090519,20170514,A
DP285,CA,0,20090519,20170514,A
DP303,CA,0,20090519,20170514,A
DP310,CA,0,20090519,20170514,A
DP334,CA,0,20090519,20170514,A
DP341,CA,0,20090519,20170514,A
DP346,CA,0,20090519,20170514,A
DP428,CA,0,20090519,20170514,A
DP460,CA,0,20090519,20170514,A
DP483,CA,0,20090519,20170514,A
DP503,CA,0,20090519,20170514,A
DP531,CA,0,20090519,20170514,A
DP545,CA,0,20090519,20170514,A
DP595,CA,0,20090519,20170514,A
DP635,CA,0,20090519,20170514,A
DP654,CA,0,20090519,20170514,A
DP723,CA,0,20090519,20170514,A
DP772,CA,0,20090519,20170514,A
DP784,CA,0,20090519,20170514,A
DP829,CA,0,20090519,20170514,A
DP849,CA,0,20090519,20170514,A
DP898,CA,0,20090519,20170514,A
DP903,CA,0,20090519,20170514,A
DP907,CA,0,20090519,20170514,A
DP923,CA,0,20090519,20170514,A
DP927,CA,0,20090519,20170514,A
DP930,CA,0,20090519,20170514,A
DP951,CA,0,20090519,20170514,A
DP961,CA,0,20090519,20170514,A
DS090,CA,0,20090519,20170514,A
DS156,CA,0,20090519,20170514,A
DS196,CA,0,20090519,20170514,A
DS197,CA,0,20090519,20170514,A
DS198,CA,0,20090519,20170514,A
DS206,CA,0,20090519,20170514,A
DS235,CA,0,20090519,20170514,A
DS236,CA,0,20090519,20170514,A
DS237,CA,0,20090519,20170514,A
DS238,CA,0,20090519,20170514,A
DS266,CA,0,20090519,20170514,A
DS274,CA,0,20090519,20170514,A
DS556,CA,0,20090519,20170514,A
DS569,CA,0,20090519,20170514,A
DS576,CA,0,20090519,20170514,A
DS658,CA,0,20090519,20170514,A
DS659,CA,0,20090519,20170514,A
DS660,CA,0,20090519,20170514,A
DS661,CA,0,20090519,20170514,A
DS662,CA,0,20090519,20170514,A
DS664,CA,0,20090519,20170514,A
DS665,CA,0,20090519,20170514,A
DS666,CA,0,20090519,20170514,A
DS667,CA,0,20090519,20170514,A
DS668,CA,0,20090519,20170514,A
DS669,CA,0,20090519,20170514,A
DS670,CA,0,20090519,20170514,A
DS671,CA,0,20090519,20170514,A
DS672,CA,0,20090519,20170514,A
DS673,CA,0,20090519,20170514,A
DS691,CA,0,20090519,20170514,A
DS749,CA,0,20090519,20170514,A
DS750,CA,0,20090519,20170514,A
DS774,CA,0,20090519,20170514,A
DS775,CA,0,20090519,20170514,A
DS776,CA,0,20090519,20170514,A
DS849,CA,0,20090519,20170514,A
DS850,CA,0,20090519,20170514,A
DS851,CA,0,20090519,20170514,A
DS891,CA,0,20090519,20170514,A
DS905,CA,0,20090519,20170514,A
DS929,CA,0,20090519,20170514,A
DS930,CA,0,20090519,20170514,A
DS931,CA,0,20090519,20170514,A
DS932,CA,0,20090519,20170514,A
DS933,CA,0,20090519,20170514,A
DS969,CA,0,20090519,20170514,A
DS970,CA,0,20090519,20170514,A
DW002,CA,0,20090519,20170514,A
DW009,CA,0,20090519,20170514,A
DW129,CA,0,20090519,20170514,A
DW132,CA,0,20090519,20170514,A
DW239,CA,0,20090519,20170514,A
DW266,CA,0,20090519,20170514,A
DW322,CA,0,20090519,20170514,A
DW365,CA,0,20090519,20170514,A
DW377,CA,0,20090519,20170514,A
DW394,CA,0,20090519,20170514,A
DW406,CA,0,20090519,20170514,A
DW443,CA,0,20090519,20170514,A
DW477,CA,0,20090519,20170514,A
DW481,CA,0,20090519,20170514,A
DW516,CA,0,20090519,20170514,A
DW559,CA,0,20090519,20170514,A
DW565,CA,0,20090519,20170514,A
DW584,CA,0,20090519,20170514,A
DW586,CA,0,20090519,20170514,A
DW612,CA,0,20090519,20170514,A
DW621,CA,0,20090519,20170514,A
DW628,CA,0,20090519,20170514,A
DW630,CA,0,20090519,20170514,A
DW677,CA,0,20090519,20170514,A
DW687,CA,0,20090519,20170514,A
DW697,CA,0,20090519,20170514,A
DW701,CA,0,20090519,20170514,A
DW716,CA,0,20090519,20170514,A
DW740,CA,0,20090519,20170514,A
DW760,CA,0,20090519,20170514,A
DW763,CA,0,20090519,20170514,A
DW768,CA,0,20090519,20170514,A
DW821,CA,0,20090519,20170514,A
DW825,CA,0,20090519,20170514,A
DW927,CA,0,20090519,20170514,A
DW940,CA,0,20090519,20170514,A
DW942,CA,0,20090519,20170514,A
E0005,CA,0,20090519,20170514,A
E0006,CA,0,20090519,20170514,A
E0036,CA,0,20090519,20170514,A
E0069,CA,0,20090519,20170514,A
E0212,CA,0,20090519,20170514,A
E0249,CA,0,20090519,20170514,A
E0367,CA,0,20090519,20170514,A
E0501,CA,0,20090519,20170514,A
E0606,CA,0,20090519,20170514,A
E0651,CA,0,20090519,20170514,A
E0714,CA,0,20090519,20170514,A
E0815,CA,0,20090519,20170514,A
E0823,CA,0,20090519,20170514,A
E0869,CA,0,20090519,20170514,A
E1003,CA,0,20090519,20170514,A
E1070,CA,0,20090519,20170514,A
E1128,CA,0,20090519,20170514,A
E1146,CA,0,20090519,20170514,A
E1152,CA,0,20090519,20170514,A
E2040,CA,0,20090519,20170514,A
E2045,CA,0,20090519,20170514,A
E2051,CA,0,20090519,20170514,A
E2112,CA,0,20090519,20170514,A
E2117,CA,0,20090519,20170514,A
E2118,CA,0,20090519,20170514,A
E2120,CA,0,20090519,20170514,A
E2134,CA,0,20090519,20170514,A
E2137,CA,0,20090519,20170514,A
E2158,CA,0,20090519,20170514,A
E2197,CA,0,20090519,20170514,A
E2199,CA,0,20090519,20170514,A
E2230,CA,0,20090519,20170514,A
E2476,CA,0,20090519,20170514,A
E2602,CA,0,20090519,20170514,A
E2605,CA,0,20090519,20170514,A
E2617,CA,0,20090519,20170514,A
E2618,CA,0,20090519,20170514,A
E2638,CA,0,20090519,20170514,A
E2639,CA,0,20090519,20170514,A
E2651,CA,0,20090519,20170514,A
E2682,CA,0,20090519,20170514,A
E2827,CA,0,20090519,20170514,A
E2847,CA,0,20090519,20170514,A
E2880,CA,0,20090519,20170514,A
E3059,CA,0,20090519,20170514,A
E3073,CA,0,20090519,20170514,A
E3077,CA,0,20090519,20170514,A
E3084,CA,0,20090519,20170514,A
E3153,CA,0,20090519,20170514,A
E3162,CA,0,20090519,20170514,A
E3172,CA,0,20090519,20170514,A
E3212,CA,0,20090519,20170514,A
E3226,CA,0,20090519,20170514,A
E3241,CA,0,20090519,20170514,A
E3255,CA,0,20090519,20170514,A
E3259,CA,0,20090519,20170514,A
E3274,CA,0,20090519,20170514,A
E3304,CA,0,20090519,20170514,A
E3326,CA,0,20090519,20170514,A
E3374,CA,0,20090519,20170514,A
E3378,CA,0,20090519,20170514,A
E3400,CA,0,20090519,20170514,A
E3422,CA,0,20090519,20170514,A
E3553,CA,0,20090519,20170514,A
E3562,CA,0,20090519,20170514,A
E3563,CA,0,20090519,20170514,A
E3586,CA,0,20090519,20170514,A
E3617,CA,0,20090519,20170514,A
E3636,CA,0,20090519,20170514,A
E3690,CA,0,20090519,20170514,A
E3765,CA,0,20090519,20170514,A
E3832,CA,0,20090519,20170514,A
E3833,CA,0,20090519,20170514,A
E3839,CA,0,20090519,20170514,A
E3864,CA,0,20090519,20170514,A
E3888,CA,0,20090519,20170514,A
E3897,CA,0,20090519,20170514,A
E4054,CA,0,20090519,20170514,A
E4056,CA,0,20090519,20170514,A
E4057,CA,0,20090519,20170514,A
E4202,CA,0,20090519,20170514,A
E4314,CA,0,20090519,20170514,A
E4320,CA,0,20090519,20170514,A
E4334,CA,0,20090519,20170514,A
E4607,CA,0,20090519,20170514,A
E4610,CA,0,20090519,20170514,A
E4626,CA,0,20090519,20170514,A
E4628,CA,0,20090519,20170514,A
E4654,CA,0,20090519,20170514,A
E4747,CA,0,20090519,20170514,A
E4821,CA,0,20090519,20170514,A
E5007,CA,0,20090519,20170514,A
E5019,CA,0,20090519,20170514,A
E5020,CA,0,20090519,20170514,A
E5025,CA,0,20090519,20170514,A
E5028,CA,0,20090519,20170514,A
