Location,Node,Relationship
3007090,J76955000,R
3007091,J76956000,R
3007092,J76957000,R
3007093,J76959000,R
3007094,J76960000,R
3007095,J76079000,R
3007096,J76975000,R
3007097,J76976000,R
3007098,J76977000,R
3007099,J76969000,R
3007100,J76963000,R
3007101,J76966000,R
3007103,J76971000,R
3007104,J76964000,R
3007105,J76967000,R
3007106,J76962000,R
3007107,J76970000,R
3007108,J76974000,R
3007109,J76968000,R
3007110,J76973000,R
3007111,J76961000,R
3007113,J76978000,R
3007114,J76979000,R
3007115,J76980000,R
3007116,J76983000,R
3007117,J76982000,R
3007118,J76981000,R
3007119,J76984000,R
3007120,J76992000,R
3007121,J76993000,R
3007122,J76987000,R
3007123,J76991000,R
3007124,J76996000,R
3007125,J76986000,R
3007127,J76985000,R
3007128,J76995000,R
3007129,J76989000,R
3007131,J77001000,R
3007132,J77003000,R
3007133,J77006000,R
3007134,J77004000,R
3007135,J77005000,R
3007136,J77002000,R
3007137,J76998000,R
3007138,J76997000,R
3007139,J76999000,R
3007141,J76990000,R
3007142,J77008000,R
3007143,J77009000,R
3007144,J77010000,R
3007145,J77012000,R
3007146,J77011000,R
3007147,J77007000,R
3007148,J77022000,R
3007149,J77023000,R
3007150,J77021000,R
3007152,J77014000,R
3007153,J77016000,R
3007154,J77020000,R
3007155,J77015000,R
3007156,J77019000,R
3007157,J77018000,R
3007158,J77017000,R
3007159,J77024000,R
3007160,J77025000,R
3007161,J77026000,R
3007162,J77027000,R
3007163,J77028000,R
3007164,J76816000,R
3007165,J77030000,R
3007166,J77031000,R
3007167,J77032000,R
3007168,J77033000,R
3007169,J77034000,R
3007170,J77035000,R
3007172,J77038000,R
3007173,J77039000,R
3007174,J77036000,R
3007175,J77040000,R
3007176,J77042000,R
3007177,J77048000,R
3007178,J77045000,R
3007179,J77047000,R
3007181,J77053000,R
3007182,J77043000,R
3007183,J77044000,R
3007184,J77050000,R
3007185,J77054000,R
3007186,J77057000,R
3007187,J77058000,R
3007188,J77049000,R
3007189,J77055000,R
3007190,J77052000,R
3007191,J77059000,R
3007192,J77060000,R
3007193,J77072000,R
3007194,J77069000,R
3007195,J77076000,R
3007196,J77068000,R
3007197,J77065000,R
3007199,J77074000,R
3007200,J77071000,R
3007201,J77073000,R
3007202,J77062000,R
3007203,J77063000,R
3007204,J77064000,R
3007205,J77061000,R
3007206,J77067000,R
3007207,J77075000,R
3007208,J76361000,R
3007209,J76362000,R
3007210,J75393000,R
3007212,J75130000,R
3007213,J75405000,R
3007214,J75403000,R
3007215,J76355000,R
3007216,J76420000,R
3007217,J76417000,R
3007219,J76421000,R
3007220,J76422000,R
3007221,J76351000,R
3007222,J76353000,R
3007223,J76354000,R
3007224,J75410000,R
3007225,J75411000,R
3007226,J75412000,R
3007228,J76340000,R
3007232,J76382000,R
3007233,J76384000,R
3007234,J76373000,R
3007236,J76367000,R
3007237,J76399000,R
3007238,J76398000,R
3007239,J76396000,R
3007240,J76394000,R
3007241,J76371000,R
3007248,J76413000,R
3007249,J76412000,R
3007250,J76415000,R
3007251,J76374000,R
3007252,J76372000,R
3007253,J75409000,R
3007256,J76342000,R
3007257,J76343000,R
3007258,J76344000,R
3007259,J76345000,R
3007260,J76348000,R
3007261,J76347000,R
3007262,J76346000,R
3007263,J76349000,R
3007265,J75406000,R
3007266,J75407000,R
3007270,J76381000,R
3007273,J76400000,R
3007274,J76402000,R
3007275,J76359000,R
3007276,J76360000,R
3007277,J76357000,R
3007278,J76410000,R
3007279,J76408000,R
3007280,J76407000,R
3007281,J76411000,R
3007282,J76392000,R
3007283,J76390000,R
3007285,J76389000,R
3007286,J77079000,R
3007287,J77080000,R
3007288,J77081000,R
3007289,J77082000,R
3007290,J77083000,R
3007291,J77078000,R
3007292,J77086000,R
3007293,J77087000,R
3007294,J77088000,R
3007295,J77089000,R
3007296,J77090000,R
3007297,J77093000,R
3007298,J77094000,R
3007299,J77095000,R
3007300,J77096000,R
3007301,J77097000,R
3007302,J77098000,R
3007303,J77099000,R
3007304,J77102000,R
3007305,J77103000,R
3007306,J77104000,R
3007307,J77105000,R
3007308,J77106000,R
3007309,J77107000,R
3007310,J77108000,R
3007314,J76395000,R
3007315,J77110000,R
3007316,J77111000,R
3007317,J77112000,R
3007318,J77113000,R
3007319,J77114000,R
3007320,J77115000,R
3007321,J77116000,R
3007322,J77117000,R
3007323,J77118000,R
3007324,J77119000,R
3007325,J77120000,R
3007326,J77121000,R
3007327,J77122000,R
3007328,J77123000,R
3007329,J77077000,R
3007330,J71097000,R
3007331,J77124000,R
3007332,J77126000,R
3007333,J77130000,R
3007334,J77131000,R
3007335,J77132000,R
3007336,J77133000,R
3007337,J77134000,R
3007338,J77136000,R
3007339,J77137000,R
3007340,J77139000,R
3007341,J77140000,R
3007342,J77141000,R
3007343,J77138000,R
3007344,J77135000,R
3007345,J77146000,R
3007346,J77125000,R
3007347,J77142000,R
3007348,J77144000,R
3007349,J77149000,R
3007350,J77150000,R
3007351,J77151000,R
3007352,J77154000,R
3007353,J77145000,R
3007354,J77147000,R
3007355,J77152000,R
3007356,J77153000,R
3007357,J77156000,R
3007358,J77157000,R
3007359,J77158000,R
3007360,J77159000,R
3007361,J77160000,R
3007362,J77161000,R
3007363,J77143000,R
3007364,J77070000,R
3007365,J77162000,R
3007366,J77163000,R
3007367,J77164000,R
3007368,J77165000,R
3007369,J77167000,R
3007370,J77168000,R
3007371,J77169000,R
3007372,J77170000,R
3007373,J77171000,R
3007374,J77172000,R
3007375,J77173000,R
3007378,J77174000,R
3007379,J77175000,R
3007380,J77176000,R
3007381,J77177000,R
3007382,J77178000,R
3007383,J77179000,R
3007384,J77180000,R
3007385,J77181000,R
3007386,J77182000,R
3007387,J77183000,R
3007388,J77184000,R
3007389,J77188000,R
3007391,J77185000,R
3007392,J77186000,R
3007393,J77187000,R
3007394,J77189000,R
3007395,J77191000,R
3007396,J77195000,R
3007397,J77196000,R
3007398,J77197000,R
3007399,J77194000,R
3007400,J77192000,R
3007401,J77198000,R
3007402,J76912000,R
3007403,J77205000,R
3007404,J77203000,R
3007405,J77204000,R
3007406,J77206000,R
3007407,J77211000,R
3007408,J77210000,R
3007410,J77209000,R
3007411,J77207000,R
3007412,J77208000,R
3007413,J77201000,R
3007414,J77200000,R
3007415,J77202000,R
3007416,J77212000,R
3007417,J77214000,R
3007418,J77215000,R
3007419,J77217000,R
3007420,J77216000,R
3007421,J77213000,R
3007423,J77230000,R
3007424,J77231000,R
3007425,J77228000,R
3007426,J77234000,R
3007427,J77233000,R
3007428,J77218000,R
3007429,J77219000,R
3007430,J77221000,R
3007431,J77223000,R
3007432,J77224000,R
3007433,J77225000,R
3007434,J77222000,R
3007435,J77220000,R
3007436,J77226000,R
3007437,J77239000,R
3007438,J77238000,R
3007439,J77237000,R
3007440,J77235000,R
3007441,J77236000,R
3007442,J72034000,R
3007443,J72148000,R
3007444,J75122000,R
3007446,J75769000,R
3007458,J71000000,R
3007461,J71084000,R
3007463,J71096000,R
3007468,J71159000,R
3007471,J77254000,R
3007472,J77257000,R
3007473,J77250000,R
3007474,J77256000,R
3007475,J77253000,R
3007476,J77258000,R
3007477,J77255000,R
3007480,J77252000,R
3007481,J77240000,R
3007482,J77248000,R
3007483,J77242000,R
3007484,J77244000,R
3007485,J77241000,R
3007486,J77245000,R
3007488,J77243000,R
3007489,J77148000,R
3007490,J77262000,R
3007491,J77261000,R
3007492,J77260000,R
3007493,J77273000,R
3007494,J77272000,R
3007495,J77271000,R
3007496,J77269000,R
3007498,J77265000,R
3007499,J77264000,R
3007500,J77127000,R
3007501,J72552000,R
3007502,J76784000,R
3007505,J77029000,R
3007506,J77056000,R
3007507,J77084000,R
3007509,J77155000,R
3007511,J76037000,R
3007512,J76045000,R
3007513,J76102000,R
3007514,J76111000,R
3007515,J76224000,R
3007516,J76299000,R
3007517,J71071000,R
3007520,J76113000,R
3007521,J76036000,R
3007522,J77263000,R
3007523,J77270000,R
3007525,J72145000,R
3007527,J77277000,R
3007528,J77278000,R
3007529,J77259000,R
3007530,J77290000,R
3007531,J77288000,R
3007532,J77282000,R
3007533,J77284000,R
3007534,J77286000,R
3007535,J77289000,R
3007536,J77291000,R
3007537,J77285000,R
3007538,J77283000,R
3007539,J77287000,R
3007540,J77292000,R
3007541,J77297000,R
3007542,J77299000,R
3007543,J77301000,R
3007544,J77300000,R
3007545,J77302000,R
3007546,J77298000,R
3007547,J77295000,R
3007549,J77305000,R
3007550,J77304000,R
3007552,J77303000,R
3007556,J77309000,R
3007557,J77310000,R
3007558,J77312000,R
3007559,J77313000,R
3007560,J77317000,R
3007561,J77330000,R
3007562,J77336000,R
3007563,J77328000,R
3007564,J77327000,R
3007565,J77326000,R
3007566,J77325000,R
3007567,J77322000,R
3007568,J77321000,R
3007569,J77334000,R
3007570,J77333000,R
3007571,J77329000,R
3007572,J77324000,R
3007573,J77332000,R
3007582,J77323000,R
3007583,J77319000,R
3007592,J77318000,R
3007596,J77343000,R
3007597,J77344000,R
3007598,J77337000,R
3007599,J77338000,R
3007600,J77339000,R
3007601,J77340000,R
3007602,J77341000,R
3007603,J77342000,R
3007604,J76439000,R
3007605,J77346000,R
3007606,J77347000,R
3007607,J77348000,R
3007608,J77352000,R
3007609,J77349000,R
3007610,J77350000,R
3007611,J77351000,R
3007612,J77353000,R
3007620,J77293000,R
3007621,J77355000,R
3007622,J77361000,R
3007624,J77363000,R
3007625,J77366000,R
3007626,JA1558000,R
3007627,J77356000,R
3007628,J77357000,R
3007629,J77365000,R
3007630,J77266000,R
3007632,J77373000,R
3007633,J77374000,R
3007634,J77375000,R
3007635,J77385000,R
3007636,J77383000,R
3007637,J77381000,R
3007638,J77380000,R
3007639,J77379000,R
3007640,J77378000,R
3007641,J77377000,R
3007642,J77376000,R
3007644,J77371000,R
3007645,J77372000,R
3007646,J77382000,R
3007647,J77386000,R
3007648,J77387000,R
3007649,J77388000,R
3007650,J77389000,R
3007651,J77390000,R
3007652,J77314000,R
3007653,J77396000,R
3007654,J77398000,R
3007655,J77399000,R
3007656,J77391000,R
3007657,J77392000,R
3007658,J77393000,R
3007659,J77394000,R
3007662,J77400000,R
3007663,J77401000,R
3007665,J73952000,R
3007666,J77406000,R
3007667,J77407000,R
3007669,J77409000,R
3007670,J77410000,R
3007671,J77411000,R
3007672,J77412000,R
3007673,J77413000,R
3007674,J77414000,R
3007675,J77415000,R
3007676,J77416000,R
3007677,J77417000,R
3007678,J77418000,R
3007681,J77335000,R
3007682,J74205000,R
3007683,J77433000,R
3007684,J77427000,R
3007685,J77428000,R
3007686,J77430000,R
3007687,J77429000,R
3007688,J77432000,R
3007689,J77421000,R
3007690,J77422000,R
3007691,J77423000,R
3007692,J77424000,R
3007693,J77425000,R
3007694,J77426000,R
3007695,J77431000,R
3007696,J77439000,R
3007697,J77438000,R
3007698,J77437000,R
3007700,J77442000,R
3007703,J77440000,R
3007704,J77434000,R
3007705,J77441000,R
3007706,J77445000,R
3007707,J77446000,R
3007708,J77447000,R
3007709,J77448000,R
3007710,J77451000,R
3007711,J77452000,R
3007713,J77455000,R
3007714,J77457000,R
3007715,J77456000,R
3007716,J77450000,R
3007717,J77449000,R
3007718,J77453000,R
3007720,J77444000,R
3007722,J77458000,R
3007723,J77459000,R
3007724,J77460000,R
3007725,J77461000,R
3007726,J77462000,R
3007727,J77463000,R
3007728,J77464000,R
3007729,J77465000,R
3007730,J77466000,R
3007731,J77467000,R
3007732,J77468000,R
3007733,J77480000,R
3007734,J77469000,R
3007735,J77470000,R
3007737,J77471000,R
3007738,J77473000,R
3007739,J77474000,R
3007740,J77475000,R
3007741,J77477000,R
3007742,J77478000,R
3007743,J77267000,R
3007745,J77482000,R
3007746,J77483000,R
3007747,J77484000,R
3007748,J77486000,R
3007749,J77487000,R
3007750,J77488000,R
3007751,J77490000,R
3007752,J77491000,R
3007753,J77408000,R
3007754,C47082000,R
3007755,J77358000,R
3007756,J77331000,R
3007757,J77294000,R
3007759,J77497000,R
3007760,J77498000,R
3007761,J77499000,R
3007762,J77500000,R
3007763,J77501000,R
3007764,J77502000,R
3007765,J77503000,R
3007766,J77505000,R
3007767,J77504000,R
3007768,J77492000,R
3007769,J77493000,R
3007770,J77494000,R
3007771,J77495000,R
3007772,J77496000,R
3007773,J77345000,R
3007774,J77509000,R
3007775,J77512000,R
3007776,J77507000,R
3007777,J77510000,R
3007778,J77511000,R
3007779,J77513000,R
3007780,J77508000,R
3007781,J77384000,R
3007782,J77516000,R
3007783,J77515000,R
3007784,J77517000,R
3007785,J76762000,R
3007786,J77518000,R
3007787,J77524000,R
3007788,J77520000,R
3007789,J77521000,R
3007790,J77522000,R
3007791,J77519000,R
3007792,J77523000,R
3007794,J77526000,R
3007795,J77528000,R
3007796,J77531000,R
3007797,J77530000,R
3007798,J77533000,R
3007799,J77534000,R
3007800,J77539000,R
3007801,J77538000,R
3007802,J77537000,R
3007803,J77536000,R
3007804,J77535000,R
3007805,J77542000,R
3007806,J77543000,R
3007807,J77545000,R
3007809,J77547000,R
3007810,J77546000,R
3007811,J77544000,R
3007813,J77556000,R
3007814,J77557000,R
3007815,J77558000,R
3007816,J77559000,R
3007817,J77560000,R
3007818,J77561000,R
3007819,J77562000,R
3007820,J77563000,R
3007821,J77564000,R
3007822,J77565000,R
3007823,J77566000,R
3007825,J77567000,R
3007826,J77568000,R
3007827,J77569000,R
3007828,J77553000,R
3007829,J77548000,R
3007830,J77549000,R
3007831,J77551000,R
3007832,J77552000,R
3007833,J77554000,R
3007834,J77555000,R
3007835,J77571000,R
3007836,J77570000,R
3007837,J77443000,R
3007838,J77572000,R
3007839,J77578000,R
3007840,J77579000,R
3007841,J77581000,R
3007842,J77577000,R
3007843,J77575000,R
3007844,J77576000,R
3007845,J77573000,R
3007846,J77574000,R
3007848,J77316000,R
3007849,J77582000,R
3007850,J77583000,R
3007851,J77584000,R
3007852,J77585000,R
3007853,J77586000,R
3007854,J77587000,R
3007855,J77588000,R
3007856,J77589000,R
3007857,J77590000,R
3007858,J77591000,R
3007859,J77592000,R
3007860,J77593000,R
3007861,J77594000,R
3007862,J77595000,R
3007863,J77596000,R
3007864,J77597000,R
3007865,J77599000,R
3007866,J77600000,R
3007867,J77601000,R
3007868,J77602000,R
3007869,J77603000,R
3007870,J77605000,R
3007871,J77606000,R
3007872,J77607000,R
3007874,J77609000,R
3007875,J77610000,R
3007876,J77611000,R
3007878,J77613000,R
3007879,J77614000,R
3007880,J77615000,R
3007881,J77618000,R
3007882,J77617000,R
3007883,J77616000,R
3007884,J77625000,R
3007885,J77622000,R
3007887,J77620000,R
3007888,J77623000,R
3007889,J77619000,R
3007891,J77624000,R
3007892,J77532000,R
3007893,J77527000,R
3007894,J77630000,R
3007895,J77629000,R
3007896,J77628000,R
3007897,J77631000,R
3007898,J77633000,R
3007899,J77634000,R
3007900,J77635000,R
3007901,J77636000,R
3007902,J77632000,R
3007903,J77640000,R
3007904,J77638000,R
3007905,J77280000,R
3007906,J77637000,R
3007907,J71072000,R
3007908,J77641000,R
3007909,J77642000,R
3007910,J77643000,R
3007911,J77644000,R
3007912,J77645000,R
3007913,J77646000,R
3007914,J77647000,R
3007915,J77648000,R
3007916,J77514000,R
3007917,J77649000,R
3007918,J77651000,R
3007919,J77652000,R
3007920,J77653000,R
3007921,J77199000,R
3007922,J77654000,R
3007923,J77655000,R
3007924,J77657000,R
3007925,J77656000,R
3007927,J77660000,R
3007928,J77661000,R
3007929,J77662000,R
3007930,J77663000,R
3007931,J77664000,R
3007932,J77665000,R
3007933,J77666000,R
3007934,J77667000,R
3007935,J77668000,R
3007936,J77669000,R
3007937,J77670000,R
3007938,J77671000,R
3007939,J77672000,R
3007941,J77674000,R
3007942,J77675000,R
3007943,J77676000,R
3007944,J77677000,R
3007945,J77678000,R
3007946,J77680000,R
3007947,J77682000,R
3007948,J77679000,R
3007949,J77691000,R
3007950,J77690000,R
3007951,J77689000,R
3007952,J77686000,R
3007953,J77687000,R
3007954,J77688000,R
3007955,J77685000,R
3007956,J77684000,R
3007957,J77681000,R
3007958,J77683000,R
3007959,J77692000,R
3007960,J77693000,R
3007961,J77694000,R
3007962,J77695000,R
3007963,J77696000,R
3007964,J77697000,R
3007965,J77698000,R
3007966,J77699000,R
3007967,J77700000,R
3007968,J77701000,R
3007969,J77370000,R
3007970,J77320000,R
3007971,J77704000,R
3007972,J77705000,R
3007973,J77706000,R
3007974,J77707000,R
3007975,J77708000,R
3007976,J77709000,R
3007977,J77710000,R
3007978,J77711000,R
3007980,J77713000,R
3007981,J77714000,R
3007982,J77715000,R
3007983,J77716000,R
3007984,J77717000,R
3007985,J77360000,R
3007986,J77719000,R
3007987,J77720000,R
3007988,J77721000,R
3007989,J77722000,R
3007990,J77723000,R
3007991,J77724000,R
3007992,J77725000,R
3007993,J77726000,R
3007994,J77727000,R
3007995,J77728000,R
3007996,J77729000,R
3007997,J77730000,R
3007998,J77731000,R
3007999,J77732000,R
3008001,J77274000,R
3008002,J77733000,R
3008003,J77734000,R
3008004,J77735000,R
3008005,J77736000,R
3008006,J77737000,R
3008007,J77738000,R
3008008,J77739000,R
3008009,J77740000,R
3008010,J77741000,R
3008011,J77742000,R
3008012,J77743000,R
3008013,J77754000,R
3008014,J77744000,R
3008015,J77745000,R
3008016,J77748000,R
3008017,J77747000,R
3008018,J77750000,R
3008019,J77753000,R
3008020,J77756000,R
3008021,J77749000,R
3008023,J77746000,R
3008024,J77757000,R
3008025,J77364000,R
3008026,J77368000,R
3008027,J77369000,R
3008028,J77759000,R
3008029,J77769000,R
3008030,J77775000,R
3008031,J77776000,R
3008032,J77777000,R
3008033,J77778000,R
3008034,J77783000,R
3008035,J77784000,R
3008036,J77785000,R
3008037,J77788000,R
3008038,J77758000,R
3008039,J77760000,R
3008040,J77761000,R
3008041,J77762000,R
3008042,J77763000,R
3008043,J77764000,R
3008044,J77765000,R
3008045,J77766000,R
3008046,J77767000,R
3008047,J77768000,R
3008049,J77771000,R
3008050,J77772000,R
3008051,J77773000,R
3008052,J77774000,R
3008053,J77779000,R
3008054,J77780000,R
3008055,J77781000,R
3008056,J77782000,R
3008058,J77787000,R
3008059,J77789000,R
3008060,J77790000,R
3008062,J77639000,R
3008063,J77792000,R
3008064,J77793000,R
3008065,J77796000,R
3008066,J77797000,R
3008067,J77798000,R
3008068,J77799000,R
3008069,J77800000,R
3008070,J77813000,R
3008073,J77795000,R
3008074,J77801000,R
3008075,J77802000,R
3008076,J77803000,R
3008077,J77804000,R
3008078,J77805000,R
3008079,J77806000,R
3008080,J77807000,R
3008081,J77808000,R
3008082,J77810000,R
3008083,J77811000,R
3008084,J77814000,R
3008085,J77815000,R
3008086,J77816000,R
3008087,J77818000,R
3008088,J77820000,R
3008089,J77821000,R
3008090,J77822000,R
3008091,J77823000,R
3008092,J77824000,R
3008093,J77825000,R
3008094,J77826000,R
3008095,J77827000,R
3008097,J77830000,R
3008098,J77281000,R
3008099,J77541000,R
3008100,J77489000,R
3008101,J77485000,R
3008102,J77626000,R
3008103,J77833000,R
3008104,J77834000,R
3008105,J77702000,R
3008106,J77540000,R
3008107,J77832000,R
3008108,J77835000,R
3008109,J77836000,R
3008110,J77837000,R
3008111,J77838000,R
3008112,J77839000,R
3008113,J77840000,R
3008114,J77841000,R
3008115,J77842000,R
3008116,J77843000,R
3008117,J77844000,R
3008118,J77845000,R
3008119,J77846000,R
3008120,J77847000,R
3008121,J77848000,R
3008122,J77849000,R
3008123,J77907000,R
3008124,J77864000,R
3008125,J77860000,R
3008126,J77852000,R
3008127,J77862000,R
3008128,J77868000,R
3008129,J77861000,R
3008130,J77857000,R
3008131,J77866000,R
3008132,J77863000,R
3008134,J77853000,R
3008135,J77854000,R
3008136,J77855000,R
3008137,J77867000,R
3008138,J77858000,R
3008139,J77865000,R
3008140,J77884000,R
3008141,J77883000,R
3008142,J77882000,R
3008143,J77881000,R
3008144,J77877000,R
3008145,J77876000,R
3008146,J77875000,R
3008147,J77874000,R
3008148,J77873000,R
3008149,J77872000,R
3008150,J77869000,R
3008151,J77870000,R
3008152,J77871000,R
3008153,J77878000,R
3008154,J77879000,R
3008155,J77900000,R
3008156,J77899000,R
3008157,J77897000,R
3008158,J77898000,R
3008159,J77903000,R
3008160,J77902000,R
3008161,J77901000,R
3008163,J77856000,R
3008164,J77397000,R
3008166,J77905000,R
3008167,J77906000,R
3008168,J77908000,R
3008169,J77909000,R
3008170,J77910000,R
3008171,J77911000,R
3008172,J77912000,R
3008173,J77937000,R
3008174,J77954000,R
3008175,J77935000,R
3008176,J77939000,R
3008177,J77940000,R
3008178,J77941000,R
3008179,J77942000,R
3008180,J77943000,R
3008181,J77953000,R
3008182,J77955000,R
3008183,J77938000,R
3008184,J77981000,R
3008185,J77979000,R
3008186,J77992000,R
3008187,J77980000,R
3008188,J77990000,R
3008189,J77991000,R
3008190,J77994000,R
3008191,J77982000,R
3008192,J77983000,R
3008193,J77984000,R
3008194,J77985000,R
3008195,J77986000,R
3008196,J77987000,R
3008197,J77995000,R
3008198,J77988000,R
3008199,J77989000,R
3008200,J77993000,R
3008201,J77580000,R
3008202,J77604000,R
3008203,J78012000,R
3008204,J78013000,R
3008205,J78014000,R
3008206,J78015000,R
3008207,J78016000,R
3008208,J78017000,R
3008209,J78018000,R
3008210,J78019000,R
3008211,J78020000,R
3008212,J78021000,R
3008213,J78022000,R
3008214,J78023000,R
3008215,J78024000,R
3008216,J78025000,R
3008217,J78026000,R
3008218,J78027000,R
3008219,J78028000,R
3008220,J78029000,R
3008221,J78030000,R
3008222,J78031000,R
3008223,J77885000,R
3008224,J77886000,R
3008225,J77887000,R
3008226,J77888000,R
3008227,J77889000,R
3008228,J77890000,R
3008229,J77891000,R
3008230,J77892000,R
3008231,J77893000,R
3008232,J77894000,R
3008233,J77895000,R
3008234,J77896000,R
3008235,J77913000,R
3008236,J77914000,R
3008237,J77915000,R
3008238,J77916000,R
3008239,J77917000,R
3008240,J77918000,R
3008242,J77920000,R
3008243,J77921000,R
3008244,J77922000,R
3008245,J77923000,R
3008246,J77924000,R
3008247,J77925000,R
3008248,J77926000,R
3008249,J77927000,R
3008250,J77928000,R
3008251,J77929000,R
3008252,J77930000,R
3008253,J77931000,R
3008254,J77932000,R
3008255,J77933000,R
3008256,J77944000,R
3008258,J77946000,R
3008259,J77947000,R
3008260,J77948000,R
3008261,J77949000,R
3008262,J77950000,R
3008263,J77951000,R
3008264,J77956000,R
3008265,J77957000,R
3008266,J77958000,R
3008267,J77960000,R
3008268,J77961000,R
3008269,J77962000,R
3008270,J77963000,R
3008271,J77964000,R
3008272,J77965000,R
3008273,J77967000,R
3008274,J77968000,R
3008275,J77969000,R
3008276,J77970000,R
3008277,J77972000,R
3008278,J77973000,R
3008280,J77977000,R
3008281,J77978000,R
3008282,J77996000,R
3008283,J77997000,R
3008284,J77998000,R
3008285,J77999000,R
3008286,J78000000,R
3008287,J78002000,R
3008288,J78003000,R
3008289,J78004000,R
3008290,J78005000,R
3008291,J78006000,R
3008292,J78007000,R
3008293,J78008000,R
3008294,J78009000,R
3008295,J78011000,R
3008296,J78036000,R
3008297,J78035000,R
3008298,J78069000,R
3008299,J78032000,R
3008300,J78033000,R
3008301,J78059000,R
3008302,J78060000,R
3008303,J78034000,R
3008304,J78061000,R
3008305,J78062000,R
3008307,J78064000,R
3008308,J78065000,R
3008309,J78066000,R
3008310,J78067000,R
3008311,J78068000,R
3008312,J78037000,R
3008313,J78038000,R
3008314,J78039000,R
3008315,J78040000,R
3008316,J78041000,R
3008317,J78042000,R
3008318,J78043000,R
3008320,J78045000,R
3008321,J78046000,R
3008322,J78047000,R
3008323,J78048000,R
3008324,J78049000,R
3008325,J78050000,R
3008327,J78052000,R
3008328,J78053000,R
3008329,J78054000,R
3008330,J78055000,R
3008331,J78056000,R
3008332,J78057000,R
3008333,J78058000,R
3008334,J78070000,R
3008335,J77934000,R
3008336,J78071000,R
3008337,J78112000,R
3008338,J78099000,R
3008339,J78108000,R
3008340,J78093000,R
3008341,J78092000,R
3008342,J78091000,R
3008343,J78087000,R
3008344,J78086000,R
3008345,J78085000,R
3008346,J78084000,R
3008347,J78083000,R
3008348,J78100000,R
3008349,J78105000,R
3008350,J78103000,R
3008351,J78072000,R
3008352,J78082000,R
3008353,J78095000,R
3008354,J78106000,R
3008355,J78104000,R
3008356,J78111000,R
3008357,J78079000,R
3008358,J78077000,R
3008359,J78094000,R
3008360,J78076000,R
3008361,J78107000,R
3008362,J78098000,R
3008363,J78097000,R
3008364,J78096000,R
3008365,J78090000,R
3008366,J78089000,R
3008367,J78088000,R
3008368,J78081000,R
3008369,J78074000,R
3008370,J78102000,R
3008371,J78101000,R
3008372,J78075000,R
3008373,J78078000,R
3008374,J76189000,R
3008375,J78080000,R
3008376,J78110000,R
3008377,J76318000,R
3008378,J76716000,R
3008379,J75125000,R
3008380,J75127000,R
3008381,J70084000,R
3008382,J71417000,R
3008383,J78001000,R
3008384,J71416000,R
3008385,J77959000,R
3008386,J78123000,R
3008387,J78145000,R
3008388,J78148000,R
3008389,J78122000,R
3008390,J78124000,R
3008391,J78138000,R
3008392,J78144000,R
3008393,J78121000,R
3008394,J78119000,R
3008395,J78118000,R
3008396,J78120000,R
3008397,J78147000,R
3008398,J78117000,R
3008399,J78139000,R
3008400,J78140000,R
3008401,J78141000,R
3008402,J78125000,R
3008403,J78116000,R
3008404,J78146000,R
3008405,J78137000,R
3008406,J78133000,R
3008407,J78127000,R
3008408,J78136000,R
3008409,J78115000,R
3008410,J78142000,R
3008411,J78132000,R
3008412,J78135000,R
3008413,J78134000,R
3008414,J78129000,R
3008415,J78131000,R
3008416,J78130000,R
3008417,J78128000,R
3008418,J78143000,R
3008419,J78126000,R
3008420,J78149000,R
3008421,J78150000,R
3008422,J78151000,R
3008423,J78152000,R
3008424,J78153000,R
3008425,J78154000,R
3008426,J78155000,R
3008427,J78156000,R
3008428,J78157000,R
3008429,J78158000,R
3008430,J78159000,R
3008431,J78160000,R
3008432,J78161000,R
3008433,J78162000,R
3008434,J78163000,R
3008435,J78164000,R
3008436,J78165000,R
3008437,J78166000,R
3008438,J78167000,R
3008439,J78168000,R
3008440,J78169000,R
3008441,J78170000,R
3008442,J78171000,R
3008443,J78172000,R
3008444,J78173000,R
3008445,J78174000,R
3008446,J78190000,R
3008447,J78189000,R
3008448,J78188000,R
3008449,J78187000,R
3008451,J78185000,R
3008452,J78184000,R
3008453,J78183000,R
3008454,J78182000,R
3008455,J78181000,R
3008456,J78180000,R
3008457,J78179000,R
3008458,J78178000,R
3008460,J78175000,R
3008461,J78176000,R
3008462,J77046000,R
3008463,J77703000,R
3008464,J77315000,R
3008465,J77308000,R
3008466,J77227000,R
3008467,J76913000,R
3008468,J76988000,R
3008469,J77166000,R
3008470,J77128000,R
3008471,J76958000,R
3008472,J78191000,R
3008473,J78192000,R
3008474,J77966000,R
3008475,J78260000,R
3008476,J78272000,R
3008477,J76180000,R
3008478,J77129000,R
3008479,J77247000,R
3008480,J77367000,R
3008481,J77395000,R
3008482,J77718000,R
3008483,J77755000,R
3008484,J77091000,R
3008485,J78281000,R
3008486,J78284000,R
3008487,J78285000,R
3008488,J78290000,R
3008489,J78294000,R
3008490,J78296000,R
3008492,J78306000,R
3008493,J78308000,R
3008494,J78310000,R
3008495,J78262000,R
3008496,J78215000,R
3008497,J78193000,R
3008498,J78194000,R
3008499,J78195000,R
3008500,J78196000,R
3008501,J78197000,R
3008502,J78198000,R
3008503,J78199000,R
3008504,J78200000,R
3008505,J78201000,R
3008506,J78202000,R
3008507,J78203000,R
3008508,J78204000,R
3008509,J78205000,R
3008510,J78206000,R
3008512,J78208000,R
3008513,J78210000,R
3008514,J78211000,R
